StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_7,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,pid,condition,night_number,rem_minutes,rem_episode_count,arousal_threshold,arousal_reached_count,induction_highest_volume,wake_time,rem_motion_avg,app_version,train_cap_reached_count,total_trains_delivered,first_train_start_time,last_train_start_time,device_time_start,motion_80pct_cutoff_first_4h
2026-06-25 06:04:33,2026-06-25 06:06:51,Adresse IP,172.58.148.72,100,137,Vrai,2026-06-25 06:06:52,R_3dhbi4E5OcW1S1u,,,,,36.2195,-86.774,anonymous,EN,"I woke up once in the night for the bathroom. No dreams. ",No,,No,,,,0,0,0,0,0,0,0,0,4,0,4,389132113316,7,3,7,2,0.08,1,0.08,2026-06-25T12:04:31.712Z,0.269112100370263,luci2026,0,1,2026-06-25T11:59:10.787Z,2026-06-25T11:59:10.787Z,2026-06-25T06:22:42.778Z,0.20906207631055648
2026-06-25 06:25:54,2026-06-25 06:34:18,Adresse IP,76.243.177.78,100,503,Vrai,2026-06-25 06:34:19,R_5ErXMX4M6NqKDBG,,,,,29.7738,-95.406,anonymous,EN,One dream was about being in a stadium and handing out tickets.,No,,No,,,No,4,1,1,3,1,2,4,5,1,1,1,199302983846,2,1,60,10,0.02,1,0.2,2026-06-25T12:25:51.560Z,0.2921506956067848,luci2026,1,5,2026-06-25T07:57:28.262Z,2026-06-25T10:46:14.269Z,2026-06-25T03:55:27.247Z,0.30338518850146845
2026-06-25 06:55:57,2026-06-25 07:02:19,Adresse IP,172.56.242.167,100,381,Vrai,2026-06-25 07:02:19,R_3sgdVQqTNRI4FD3,,,,,32.7405,-117.0935,anonymous,EN,"I remember as I was drifting off, I was wondering if I actually drifted yet. Not completely lucid, but semi. I",Yes,"I was laying down physically, then I realized I felt like I was standing up. Nothing drastic, but I was lucid in the setting of my bedroom, which was hard to tell.",No,,"Maybe it was the thought of being lucid? Idk. I was dwelling on it and then maybe that triggered it, along with the cues.",No,3,2,2,2,3,3,1,0,0,0,0,189282363536,0,1,23,4,,0,,2026-06-25T12:55:54.033Z,0.16949028744950803,luci2026,0,0,,,2026-06-25T05:37:47.083Z,0.2514318287548525
2026-06-25 07:15:17,2026-06-25 07:19:02,Adresse IP,174.234.3.193,100,225,Vrai,2026-06-25 07:19:03,R_5wt3gJ4V7kA74QL,,,,,39.7391,-104.9866,anonymous,EN,Events,Yes,I knew something in my dream wasn't real.,No,,"Spontaneous ",No,4,3,3,3,2,3,1,4,3,3,3,989422303806,3,2,98,6,0.01,3,0.09,2026-06-25T13:15:13.635Z,0.3667468471760052,luci2026,1,5,2026-06-25T08:30:16.753Z,2026-06-25T09:00:41.750Z,2026-06-25T04:28:15.736Z,0.5474366623215925
2026-06-25 07:31:37,2026-06-25 07:35:31,Adresse IP,67.222.245.173,100,234,Vrai,2026-06-25 07:35:31,R_5hXxGU7oDMCdOxj,,,,,33.9739,-81.2345,anonymous,EN,Normal everyday life dreams,No,,Yes,I was awake or in light sleep so it woke me.,,No,0,0,0,0,0,0,0,0,0,0,0,719202523406,2,2,52,5,,3,1,2026-06-25T13:31:34.423Z,0.6954800772689846,luci2026,1,5,2026-06-25T10:57:20.912Z,2026-06-25T12:09:39.916Z,2026-06-25T06:25:03.889Z,0.8762454262823024
2026-06-25 08:56:02,2026-06-25 08:57:36,Adresse IP,73.92.244.101,100,93,Vrai,2026-06-25 08:57:37,R_7P0fk7vDTLLgfLg,,,,,37.3512,-121.8846,anonymous,EN,I had one dream that I very vaguely remember and was not lucid at all,No,,No,,,No,1,1,1,2,1,1,4,1,2,1,2,729422983146,4,2,111,7,0.35,3,0.35,2026-06-25T14:55:58.332Z,0.3207305909777287,luci2026,1,5,2026-06-25T10:48:52.036Z,2026-06-25T11:52:34.014Z,2026-06-25T06:46:50.996Z,0.28781195401610676
2026-06-25 09:23:28,2026-06-25 09:27:32,Adresse IP,73.37.232.249,100,244,Vrai,2026-06-25 09:27:33,R_3rDjO2ZzRNMlCmT,,,,,45.0139,-93.1545,anonymous,EN,"This was just a practice session, no sleep, now very relaxed.",No,,No,,,"Just a practice session. When the beep sounded, I would spontaneously open my eyes. ",4,3,2,0,3,0,0,0,0,0,1,899352433976,7,1,0,0,,0,,2026-06-25T15:23:26.249Z,,luci2026,0,0,,,2026-06-25T14:58:20.888Z,3.8372671244485255
2026-06-25 09:47:41,2026-06-25 09:49:05,Adresse IP,172.56.186.0,100,83,Vrai,2026-06-25 09:49:05,R_7bOiolc7JJBepUe,,,,,34.2271,-118.4501,anonymous,EN,No,No,,No,,,No,0,0,0,1,0,0,1,0,2,1,1,489412463416,1,2,50,11,0.1,2,1,2026-06-25T15:47:37.773Z,0.6995351634342418,luci2026,1,5,2026-06-25T11:07:36.348Z,2026-06-25T12:22:09.398Z,2026-06-25T06:25:09.334Z,1.087209747859189
2026-06-26 03:39:48,2026-06-26 04:00:49,Adresse IP,163.252.81.133,100,1261,Vrai,2026-06-26 04:00:50,R_7JbiKpGnyeUKMst,,,,,44.3876,-68.2039,anonymous,EN,"I remember listening to the instructions on the app,and musr have dozed off, because it was quiet. ",Yes,"I had been dreaming about the preschool I had run years ago. My minds eye then turned to .y deciding on which very colorful, primary colored cartoon shapes I could choose to keep. I  remember thinking I needed to remember this moment, don't forget the shift in reality. I thought about why then? What would make me need to be aware that I was dreaming, and insist I remember that color scheme? I was aware that I driving my options.",No,,"I am not sure if there was a cue to prompt it.  I often dream at night and remember highlights of them in the morning. ",Just that I felt I had an opportunity to change directions.,4,3,3,4,2,4,3,0,1,1,1,999252563296,2,3,4,1,,0,0,2026-06-26T09:39:46.336Z,0.16332324934168072,luci2026,0,1,2026-06-26T09:30:48.504Z,2026-06-26T09:30:48.504Z,2026-06-26T02:45:12.480Z,0.10684672970074156
2026-06-26 04:16:01,2026-06-26 04:17:59,Adresse IP,107.15.174.92,100,118,Vrai,2026-06-26 04:18:00,R_7l2ZdekjRn9BZhT,,,,,35.0597,-79.0058,anonymous,EN,No,No,,No,,,No,0,0,0,0,0,0,3,0,2,4,0,299542783686,2,4,16,2,0.08,1,1,2026-06-26T10:15:58.462Z,0.3302832653183185,luci2026,0,3,2026-06-26T09:44:08.724Z,2026-06-26T09:55:01.742Z,2026-06-26T05:21:24.717Z,0.3911290195427041
2026-06-26 03:49:27,2026-06-26 04:22:48,Adresse IP,98.11.236.85,100,2001,Vrai,2026-06-26 04:22:49,R_3rXI12Cl6DOzoxb,,,,,42.5959,-73.6849,anonymous,EN,"On a bridge and exercising ",Yes,"While exercising ",No,,Not sure,No,4,3,3,3,1,3,1,1,1,1,1,379172703886,0,1,50,7,0.04,0,,2026-06-26T09:49:24.200Z,0.18994703835443244,luci2026,0,0,,,2026-06-26T01:09:08.936Z,0.32123660982569374
2026-06-26 04:17:51,2026-06-26 04:31:28,Adresse IP,73.249.249.55,100,817,Vrai,2026-06-26 04:31:28,R_3DG4KFnF4YdV72b,,,,,42.3737,-71.1284,anonymous,EN,I had a realization that I forgot to ask for the leases for the commercial spaces for the house that I just bought. I looked around and there was a circus act going on. I was up on top of some platform. I must have climbed up and I had slid down before using a pipe but then I looked all around and there wasn't any easy way down anymore. Then I saw that in the circus the main actress was about to faint. And some firemen went up into a ladder. Joined her in the circus. And rescued her in a stretcher. I had a thought that I could also come back down using the stretcher because I was afraid of heights and up at such a high height without a way down. Then I ended up traveling somewhere with my estrange sister and my coworker was there too. There was something about ordering food. He ordered some pizza but he didn't really like it. I ordered some type of salmon dish that had all sorts of good things in it and it was really tasty. He seemed pretty jealous. I think I went somewhere with my sister. We were in a hotel and I think I was there with a volunteer group from strange organization or church. We were sitting down to dinner and then the hotel decided that they were going to take a break and didn't serve us dinner because the hour before dinner was reserved for petting the dogs. Then I remember going to a bedroom and getting ready for bed. But I could hear my sister talking to someone and it sounded like she was describing some type of torture or trouble that she was having.,No,,No,,,No. I woke up for a while around 3:00 a.m. and couldn't fall back to sleep. I read for a bit and put in some ear plugs and that helped. So I slept for another couple hours.,1,1,0,1,2,1,3,3,2,1,4,909232733626,0,3,50,12,,0,,2026-06-26T10:17:47.796Z,0.22450889632661905,luci2026,0,0,,,2026-06-26T02:32:24.447Z,0.2409663721793448
2026-06-26 04:38:36,2026-06-26 04:41:59,Adresse IP,18.29.61.28,100,202,Vrai,2026-06-26 04:41:59,R_5PnPk6zxqR138W6,,,,,42.3649,-71.0987,anonymous,EN,"I just vaguely remember I dreamt about someone ",No,,No,,,,0,0,0,0,0,0,0,1,0,0,0,839812403536,3,1,18,9,0.2,3,0.2,2026-06-26T10:38:33.760Z,1.3507931819820769,luci2026,0,4,2026-06-26T09:47:21.652Z,2026-06-26T10:29:53.495Z,2026-06-26T02:43:34.103Z,1.152651457809298
2026-06-26 04:38:33,2026-06-26 04:44:02,Adresse IP,199.101.196.71,100,328,Vrai,2026-06-26 04:44:02,R_5jvtwDaCZ9ZPvFa,,,,,38.9653,-77.338,anonymous,EN,Nothing,No,,Yes,Beep,,No,0,0,0,0,0,0,3,2,0,0,0,899352433976,7,1,5,3,,0,0,2026-06-26T10:38:29.025Z,0.09457283423324994,luci2026,0,1,2026-06-26T07:41:04.271Z,2026-06-26T07:41:04.271Z,2026-06-26T03:07:48.261Z,0.09250503762307655
2026-06-26 05:00:19,2026-06-26 05:01:46,Adresse IP,99.97.215.224,100,87,Vrai,2026-06-26 05:01:47,R_51mtjTgy3ZzhgJw,,,,,32.7226,-97.0785,anonymous,EN,No,No,,No,,,No,1,1,1,1,1,1,1,1,2,1,2,869822633666,5,3,40,6,0.06,0,1,2026-06-26T11:00:15.320Z,0.33245284928473867,luci2026,1,5,2026-06-26T08:36:12.131Z,2026-06-26T09:25:34.141Z,2026-06-26T04:22:34.128Z,0.19912048009569777
2026-06-26 05:08:00,2026-06-26 05:11:58,Adresse IP,72.50.7.94,100,237,Vrai,2026-06-26 05:11:58,R_1GH9WQ410WbEsTV,,,,,18.4723,-66.1052,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,2,2,1,0,0,559152833836,7,3,26,3,0.01,3,0.05,2026-06-26T11:07:57.787Z,0.3877108802559711,luci2026,0,4,2026-06-26T09:01:51.464Z,2026-06-26T10:18:38.469Z,2026-06-26T03:28:21.441Z,0.23299098413536323
2026-06-26 05:10:26,2026-06-26 05:14:56,Adresse IP,73.232.118.185,100,269,Vrai,2026-06-26 05:14:56,R_7yF1ie6ypZBC6YN,,,,,29.9762,-95.6401,anonymous,EN,Some kind of injection,Yes,"I had to get up in the middle but knew before I was dreaming ",No,,Don't know,No,3,2,1,1,0,1,1,1,1,1,3,349462673936,3,2,134,6,,2,1,2026-06-26T11:10:23.626Z,0.8438381587143668,luci2026,1,5,2026-06-26T07:18:14.868Z,2026-06-26T08:28:53.875Z,2026-06-26T03:16:13.849Z,0.9349961975467865
2026-06-26 05:17:13,2026-06-26 05:23:11,Adresse IP,69.27.69.213,100,357,Vrai,2026-06-26 05:23:11,R_1WCcC3TcOYcgJeV,,,,,36.9009,-82.0801,anonymous,EN,"Party Costco ",Yes,Thought it,No,,Thought it could make b others do what i wanted them to do,Shane,4,4,3,3,3,4,3,4,3,3,4,139662433656,6,3,64,10,0.4,0,1,2026-06-26T11:17:10.834Z,0.21515163247996094,luci2026,1,5,2026-06-26T06:14:08.795Z,2026-06-26T06:34:33.798Z,2026-06-26T02:06:19.776Z,0.21452255668877873
2026-06-26 05:23:57,2026-06-26 05:28:42,Adresse IP,174.192.65.184,100,285,Vrai,2026-06-26 05:28:43,R_5eQLdVEilHXQWeJ,,,,,42.0221,-88.1705,anonymous,EN,I remember my brother watching a Ghostbusters cartoon and doing a puzzle where he had to paint the pieces. I then got ice cream at a busy place with a long line and went to a thrift store then was playing on monkey bars.,No,,No,,,No,0,0,0,0,0,0,0,0,3,3,1,609382353906,0,3,53,9,0.75,0,,2026-06-26T11:23:46.090Z,0.15480688260754327,luci2026,0,0,,,2026-06-26T03:30:49.410Z,0.18298134603379346
2026-06-26 05:04:11,2026-06-26 05:37:02,Adresse IP,107.122.93.144,100,1970,Vrai,2026-06-26 05:37:02,R_3BksRN5APXcRUFQ,,,,,41.8483,-87.6517,anonymous,EN,"Dreamed of former work associates ",No,,No,,,No,1,1,1,1,1,1,4,3,2,1,3,989992943266,7,2,8,3,,0,0,2026-06-26T11:04:07.240Z,1.272548774732659,luci2026,0,2,2026-06-26T10:55:26.233Z,2026-06-26T11:02:24.214Z,2026-06-26T03:25:15.157Z,0.147898044737712
2026-06-26 05:37:15,2026-06-26 05:49:43,Adresse IP,68.189.171.194,100,748,Vrai,2026-06-26 05:49:44,R_1Dkq1iqXudQpiTv,,,,,35.4351,-83.3602,anonymous,EN,"Sensations ",Yes,"Felt soft ",No,,"Spontaneous ","Mountains ",2,2,2,3,2,2,1,1,1,1,1,579562183996,4,4,0,0,0.5,0,,2026-06-26T11:29:54.292Z,,luci2026,0,0,,,2026-06-26T07:52:11.668Z,0.15126956442223316
2026-06-26 05:58:17,2026-06-26 06:00:47,Adresse IP,207.22.54.4,100,149,Vrai,2026-06-26 06:00:48,R_1n6JeKEDibM7lX0,,,,,29.1908,-96.2754,anonymous,EN,"Nothing ",No,,No,,,No,1,1,1,1,1,1,3,1,3,2,1,389482323236,2,2,1,1,,0,,2026-06-26T11:58:14.880Z,0.09326264845015768,luci2026,0,0,,,2026-06-26T04:44:53.601Z,0.0325702001973878
2026-06-26 06:10:20,2026-06-26 06:13:15,Adresse IP,68.231.144.212,100,175,Vrai,2026-06-26 06:13:16,R_1s6YhpEoj9Q6bxA,,,,,33.5594,-112.0902,anonymous,EN,I don't recall dreaming last night,No,,No,,,,1,1,1,1,1,1,2,1,1,2,1,329182283526,3,1,59,15,0.55,2,0.55,2026-06-26T12:10:18.376Z,0.09332089543838284,luci2026,1,5,2026-06-26T09:31:09.258Z,2026-06-26T10:46:41.258Z,2026-06-26T05:29:08.241Z,0.08811597819787509
2026-06-26 06:26:49,2026-06-26 06:31:21,Adresse IP,76.243.177.78,100,272,Vrai,2026-06-26 06:31:22,R_7mJL22sRv7CUfve,,,,,29.7738,-95.406,anonymous,EN,No,No,,No,,,Not tonight,0,0,0,0,0,0,1,2,4,1,1,199302983846,7,2,0,0,0.02,0,,2026-06-26T12:26:45.102Z,,luci2026,0,0,,,2026-06-26T04:28:32.249Z,0.7957954954785859
2026-06-26 06:35:58,2026-06-26 06:39:33,Adresse IP,172.58.148.72,100,215,Vrai,2026-06-26 06:39:34,R_1F5fDfCoUibjdv3,,,,,36.2195,-86.774,anonymous,EN,no dreams,No,,No,,,,0,0,0,0,0,0,0,0,0,2,1,389132113316,0,4,180,10,0.08,0,,2026-06-26T12:35:53.630Z,0.38664469037540633,luci2026,0,0,,,2026-06-26T05:21:30.294Z,0.26306150636721853
2026-06-26 07:27:47,2026-06-26 07:35:46,Adresse IP,174.234.3.193,100,478,Vrai,2026-06-26 07:35:47,R_7zGFadkFXunsZ4i,,,,,39.7391,-104.9866,anonymous,EN,"I don't remember anything from my dreams last night. ",No,,Yes,"They didn't appear in my dreams. I woke up and they were playing on my phone. ",,No,1,1,1,1,1,1,5,3,4,4,4,989442303806,6,1,103,7,0.85,2,1,2026-06-26T13:27:44.724Z,0.2661000922826757,luci2026,1,5,2026-06-26T09:43:16.612Z,2026-06-26T11:15:10.619Z,2026-06-26T05:41:15.599Z,0.2639389080371159
2026-06-26 07:44:53,2026-06-26 07:49:37,Adresse IP,47.143.194.153,100,283,Vrai,2026-06-26 07:49:38,R_3UlG95GVaDthVGp,,,,,37.815,-121.2108,anonymous,EN,"I had a few dreams throughout the night. Grocery shopping, working in a dental office, driving around and hanging out with a new guy, my brother and son driving a truck.",No,,No,,,No,1,4,3,5,1,4,0,4,0,0,0,449582833316,0,1,131,9,,0,,2026-06-26T13:44:51.161Z,0.2301686072014883,luci2026,0,0,,,2026-06-26T05:26:31.837Z,0.2763181485446921
2026-06-26 10:40:55,2026-06-26 10:42:50,Adresse IP,18.29.81.229,100,115,Vrai,2026-06-26 10:42:51,R_538hWBeN4GVS7ur,,,,,42.3649,-71.0987,anonymous,EN,"I do remember having a dream, but no thoughts, sensations, or feelings.",No,,No,,,No,1,1,1,1,1,1,3,3,1,2,3,719602313796,2,4,9,2,0.1,1,0.1,2026-06-26T16:40:52.622Z,2.188868909870129,luci2026,0,2,2026-06-26T16:24:32.690Z,2026-06-26T16:34:44.692Z,2026-06-26T12:18:10.878Z,1.8824049011184385
2026-06-27 00:17:33,2026-06-27 00:21:42,Adresse IP,72.50.6.49,100,248,Vrai,2026-06-27 00:21:42,R_6FDKPRdJliQS2UI,,,,,18.4723,-66.1052,anonymous,EN,"Nothing ",No,,No,,,Restlessness,0,0,0,0,0,0,4,4,0,0,3,559152833836,5,4,0,0,0.01,0,,2026-06-27T06:17:31.265Z,,luci2026,0,0,,,2026-06-27T03:20:46.975Z,0.8330245697466979
2026-06-27 02:24:22,2026-06-27 02:30:59,Adresse IP,68.189.171.194,100,397,Vrai,2026-06-27 02:31:00,R_17HhjJRenMaJpG9,,,,,35.4351,-83.3602,anonymous,EN,Trails,No,,Yes,Light,,No,3,2,3,2,2,2,1,1,1,1,1,579562183996,4,4,53,16,0.09,3,0.09,2026-06-27T08:24:19.958Z,1.2746106224382647,luci2026,1,5,2026-06-27T05:56:20.434Z,2026-06-27T06:59:50.442Z,2026-06-27T01:35:48.420Z,1.3666002334444258
2026-06-27 03:43:00,2026-06-27 03:48:47,Adresse IP,73.111.19.51,100,347,Vrai,2026-06-27 03:48:48,R_506nKinuJxrLbtW,,,,,41.6538,-86.1631,anonymous,EN,"In the beginning I remember the people and places I thought. ",No,,No,,,No,1,1,1,1,5,1,0,3,4,1,2,609722783676,0,1,0,0,,0,,2026-06-27T09:42:58.397Z,,luci2026,0,0,,,2026-06-27T03:41:20.901Z,0.9375642271683754
2026-06-27 04:15:13,2026-06-27 04:22:39,Adresse IP,107.122.70.61,100,446,Vrai,2026-06-27 04:22:39,R_6AWPQrRASUAt2Zu,,,,,26.2685,-80.2717,anonymous,EN,Nothing really. Was not aware of falling asleep,No,,No,,,,2,1,2,4,1,1,1,1,1,1,1,229582903536,0,1,0,0,,0,,2026-06-27T10:15:09.748Z,,luci2026,0,0,,,2026-06-27T07:03:44.381Z,1.0777132098741387
2026-06-27 04:11:45,2026-06-27 04:24:51,Adresse IP,98.11.236.85,100,786,Vrai,2026-06-27 04:24:52,R_7pKzK4LI6iQbVWU,,,,,42.5959,-73.6849,anonymous,EN,"Large crowd, feeling tired and overwhelmed ",Yes,Absurd setting and didn't make sense,No,,"Spontaneous ",No,5,5,5,5,1,5,3,3,1,1,1,379172703886,1,2,152,65,0.8,2,1,2026-06-27T10:11:42.561Z,0.4119560375203922,luci2026,1,5,2026-06-27T06:01:37.615Z,2026-06-27T07:22:04.618Z,2026-06-27T01:59:36.602Z,0.41065395854997133
2026-06-27 04:40:32,2026-06-27 04:46:17,Adresse IP,163.252.81.133,100,344,Vrai,2026-06-27 04:46:17,R_6KrcxBxtDKhCHiX,,,,,44.3876,-68.2039,anonymous,EN,"I don't recall my dreams from last night. ",No,,No,,,"No. We had gone to a show, and it was a later bedtime than normal. ",3,3,3,3,3,3,3,3,3,4,4,999252563296,0,4,38,12,,0,,2026-06-27T10:40:30.419Z,0.44774740147881537,luci2026,0,0,,,2026-06-27T04:11:53.055Z,0.39214225707973244
2026-06-27 04:59:39,2026-06-27 05:02:34,Adresse IP,185.238.231.208,100,175,Vrai,2026-06-27 05:02:35,R_6ToTGZeZIlxhYaF,,,,,39.7391,-104.9866,anonymous,EN,"Nothing, felt awake much of the night",No,,No,,,No,0,0,0,0,0,0,4,4,0,0,2,899352433976,0,1,37,4,,0,,2026-06-27T10:59:32.828Z,0.8955621408816798,luci2026,0,0,,,2026-06-27T03:02:20.442Z,1.1558645245079986
2026-06-27 05:14:56,2026-06-27 05:18:01,Adresse IP,99.67.132.250,100,184,Vrai,2026-06-27 05:18:01,R_6kclaUMoR8YfJKN,,,,,38.6976,-90.3604,anonymous,EN,I don't remember any dreams from last night.,No,,No,,,,0,0,0,0,0,0,1,1,0,0,0,439442713976,4,2,35,7,0.06,2,0.08,2026-06-27T11:14:54.285Z,0.20369706925743822,luci2026,1,5,2026-06-27T08:01:31.752Z,2026-06-27T10:29:58.769Z,2026-06-27T03:21:41.731Z,0.14603527428781934
2026-06-27 06:12:05,2026-06-27 06:14:28,Adresse IP,192.54.222.139,100,143,Vrai,2026-06-27 06:14:29,R_7LxQ3UTMjRX48bn,,,,,42.3649,-71.0987,anonymous,EN,"Interrupted dreams towards the end ",No,,No,,,No,0,0,0,0,0,0,2,4,2,2,3,839812403536,1,2,26,12,0.2,0,0,2026-06-27T12:12:00.309Z,1.4967893018232759,luci2026,1,5,2026-06-27T09:03:50.664Z,2026-06-27T11:31:12.870Z,2026-06-27T04:16:15.916Z,1.2149166121512491
2026-06-27 06:41:02,2026-06-27 06:44:01,Adresse IP,99.97.215.224,100,179,Vrai,2026-06-27 06:44:01,R_5cwrbPJCwphhvqN,,,,,32.7226,-97.0785,anonymous,EN,"I was somewhere cold on a feild trip sorta. My necklace kept touching my chest and neck and making it cold. ",No,,No,,,No,1,1,1,1,1,1,2,3,2,1,1,869822633666,1,4,24,7,0.06,0,1,2026-06-27T12:40:57.629Z,0.3553861909189098,luci2026,1,5,2026-06-27T09:45:28.758Z,2026-06-27T11:38:36.766Z,2026-06-27T04:46:27.737Z,0.22909354395186957
2026-06-27 06:56:55,2026-06-27 07:01:23,Adresse IP,47.143.194.153,100,267,Vrai,2026-06-27 07:01:23,R_1gv845temZor4rK,,,,,37.815,-121.2108,anonymous,EN,I don't remember any from last night,No,,No,,,No,0,0,0,0,0,0,1,3,1,0,0,449582833316,4,2,45,10,0.01,1,1,2026-06-27T12:56:52.887Z,3.17304148816203,luci2026,1,5,2026-06-27T11:51:02.180Z,2026-06-27T12:47:05.175Z,2026-06-27T07:47:44.157Z,3.2122119704626697
2026-06-27 07:28:51,2026-06-27 07:30:43,Adresse IP,173.76.131.109,100,111,Vrai,2026-06-27 07:30:43,R_6lrxvaR7DQFjhVr,,,,,42.4378,-71.2239,anonymous,EN,I remember a willow tree,No,,No,,,,2,2,1,0,0,0,0,2,2,4,3,689222633176,0,1,40,13,,0,,2026-06-27T13:28:45.608Z,1.9006109929566652,luci2026,0,0,,,2026-06-27T06:54:55.088Z,1.8516560821011796
2026-06-27 07:31:14,2026-06-27 07:55:18,Adresse IP,107.122.93.144,100,1443,Vrai,2026-06-27 07:55:18,R_5RpI7Ik9UNieBYR,,,,,41.8483,-87.6517,anonymous,EN,"Being with extended family ",No,,Yes,"Beeping ",,"Anxious ",1,1,1,1,1,1,5,4,3,3,5,989992943266,1,3,123,9,0.06,2,1,2026-06-27T13:31:10.813Z,1.1262758467543401,luci2026,1,5,2026-06-27T06:51:17.631Z,2026-06-27T07:18:35.634Z,2026-06-27T02:41:46.594Z,1.554506092936081
2026-06-27 08:44:38,2026-06-27 08:47:26,Adresse IP,107.15.174.92,100,167,Vrai,2026-06-27 08:47:26,R_3dfSpf524GOH7ot,,,,,35.0597,-79.0058,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,2,2,1,2,2,299542783686,0,1,0,0,0.08,0,,2026-06-27T14:44:36.328Z,,luci2026,0,0,,,2026-06-27T07:32:39.218Z,0.29793382299246557
2026-06-27 09:57:16,2026-06-27 09:59:05,Adresse IP,67.222.245.173,100,109,Vrai,2026-06-27 09:59:06,R_7pYzmfbK0FdbMjH,,,,,33.9739,-81.2345,anonymous,EN,Weird/scary scenarios,No,,No,,," No",0,0,0,0,0,0,1,0,0,1,1,719202523406,0,4,0,0,,0,,2026-06-27T15:57:14.162Z,,luci2026,0,0,,,2026-06-27T12:58:35.498Z,11.513612563543209
2026-06-27 10:51:04,2026-06-27 10:54:22,Adresse IP,18.29.42.85,100,198,Vrai,2026-06-27 10:54:23,R_57ptqwbSu2pvgt1,,,,,42.3649,-71.0987,anonymous,EN,I remember some details about my dream.,No,,No,,,"My dream was a bit predictable in that I was expecting something to happen and it did eventually ",1,1,1,1,1,1,2,1,1,1,1,719602313796,6,5,9,5,0.1,0,0,2026-06-27T16:51:01.604Z,2.017333828383983,luci2026,0,2,2026-06-27T15:15:00.929Z,2026-06-27T15:23:45.235Z,2026-06-27T10:00:50.295Z,1.828381968624678
2026-06-28 00:22:37,2026-06-28 00:28:42,Adresse IP,68.189.171.194,100,364,Vrai,2026-06-28 00:28:42,R_1ZVbAEWZWgCdNOd,,,,,35.4351,-83.3602,anonymous,EN,None,No,,No,,,Shyclouds,1,1,1,1,1,2,1,1,1,1,1,579562183996,7,5,0,0,0.09,0,,2026-06-28T06:22:35.845Z,,luci2026,0,0,,,2026-06-28T02:35:56.388Z,1.2557534935199102
2026-06-28 03:10:11,2026-06-28 03:20:14,Adresse IP,68.189.171.194,100,602,Vrai,2026-06-28 03:20:14,R_6CktCd4My01frJD,,,,,35.4351,-83.3602,anonymous,EN,Hights,No,,No,,,Numb,1,1,1,1,1,1,0,0,1,1,1,579562183996,5,6,0,0,0.09,0,,2026-06-28T09:10:08.854Z,,luci2026,0,0,,,2026-06-28T06:39:08.850Z,2.0421708892247477
2026-06-28 03:52:22,2026-06-28 03:54:50,Adresse IP,174.194.97.254,100,148,Vrai,2026-06-28 03:54:50,R_5kn5eTK6OxwOAdb,,,,,42.1597,-88.1414,anonymous,EN,I woke up a lot and didn't dream.,No,,No,,,No,0,0,0,0,0,0,5,5,0,0,3,609382353906,0,1,37,2,0.75,0,,2026-06-28T09:52:16.665Z,1.2089135779444857,luci2026,0,0,,,2026-06-28T04:31:42.779Z,1.720763047930391
2026-06-28 04:34:17,2026-06-28 04:38:11,Adresse IP,15.223.213.137,100,234,Vrai,2026-06-28 04:38:12,R_1DIS8aEw0XCiPVl,,,,,45.5075,-73.5887,anonymous,EN,"Wife had gotten botox injections. ",Yes,Too far fetched.,No,,"Spontaneous ",It was strange.,5,5,5,5,0,5,1,4,0,0,0,379172703886,5,3,0,0,0.8,0,,2026-06-28T10:34:15.578Z,,luci2026,0,0,,,2026-06-28T02:04:09.000Z,0.003923006944374687
2026-06-28 05:12:39,2026-06-28 05:15:24,Adresse IP,185.238.231.123,100,164,Vrai,2026-06-28 05:15:24,R_6xRBHczRxCcJC1q,,,,,39.7391,-104.9866,anonymous,EN,"Nothing after asleep,  3 or 4 beeps at beginning.",No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,899352433976,2,2,0,0,,0,,2026-06-28T11:12:35.784Z,,luci2026,0,0,,,2026-06-28T02:55:59.859Z,0.613036830121493
2026-06-28 05:36:57,2026-06-28 05:44:01,Adresse IP,99.67.132.250,100,424,Vrai,2026-06-28 05:44:02,R_7j26JgOLn9VhXTs,,,,,38.6976,-90.3604,anonymous,EN,"Being at a restaurant with my husband's grandparents.  I was going to take a picture of his grandfather and send it to my husband when I remembered he had already passed away, then I woke up.",Yes,When I realized that someone in my dream was really dead,No,,"I think it was spontaneous and a result of knowing the true situation ",I keep waking up after every dream so I am not remembering all of them,5,4,5,1,1,3,1,3,1,1,4,439442713976,1,3,72,12,0.01,3,1,2026-06-28T11:36:53.818Z,1.1531577219842497,luci2026,1,5,2026-06-28T08:05:20.449Z,2026-06-28T08:43:00.433Z,2026-06-28T04:03:19.428Z,1.2955142734467113
